Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,power,temp_diff,wear_rate,torque_per_wear,strain_index,power_per_temp,torque_x_temp,rpm_x_torque_x_wear,power_x_wear,temp_diff_x_wear,rpm_x_temp_diff,torque_type_zscore,rpm_type_zscore,wear_type_zscore,power_type_zscore,temp_diff_type_zscore,type_x_power,type_x_wear,type_x_temp_diff
2,298.6,309.1,1423,44.3,29,0,0,0,0,0,0,63038.899999999994,10.5,0.020365168539325844,1.4766666666666666,1284.6999999999998,203.9433840181171,13693.130000000001,1828128.0999999999,1828128.0999999999,304.5,14941.5,0.4627211732858604,-0.6650798645853893,-1.243176368214934,0.3259624805540104,0.43431167929039066,126077.79999999999,58,21.0
1,298.6,309.1,1339,51.1,34,0,0,0,0,0,0,68422.90000000001,10.5,0.025373134328358207,1.46,1737.4,221.36169524425753,15795.010000000002,2326378.6,2326378.6,357.0,14059.5,1.1091452030457418,-1.1091205313552068,-1.1622282817552108,0.8319770841681701,0.515677617445689,68422.90000000001,34,10.5
1,298.6,309.2,1742,30.0,37,0,0,0,0,0,0,52260.0,10.599999999999966,0.021227768215720023,0.7894736842105263,1110.0,169.01681759379042,9276.0,1933620.0,1933620.0,392.19999999999874,18465.19999999994,-1.0025116526352058,1.1415238655561502,-1.1146429573597905,-0.7572317639837648,0.6166963650425388,52260.0,37,10.599999999999966
0,298.6,309.2,2035,19.6,40,0,0,0,0,0,0,39886.0,10.599999999999966,0.019646365422396856,0.4780487804878049,784.0,128.9974126778784,6060.320000000001,1595440.0,1595440.0,423.99999999999864,21570.99999999993,-2.03714689998684,2.7464107999834257,-1.0674479048038492,-1.961110999936159,0.6011442688934507,0.0,0,0.0
0,298.6,309.2,1542,48.4,42,0,0,0,0,0,0,74632.8,10.599999999999966,0.027219701879455604,1.1255813953488372,2032.8,241.37386804657183,14965.279999999999,3134577.6,3134577.6,445.19999999999857,16345.199999999948,0.8393046026960085,0.014026792143020675,-1.0362263161113294,1.427391133422254,0.6011442688934507,0.0,0,0.0
1,298.6,309.2,1311,46.6,44,0,0,0,0,0,0,61092.6,10.599999999999966,0.03353658536585366,1.0355555555555556,2050.4,197.58279430789133,14408.72,2688074.4,2688074.4,466.3999999999985,13896.599999999955,0.6587918451990943,-1.2654928467733657,-1.0036105337704766,0.11122909837303811,0.6166963650425388,61092.6,44,10.599999999999966
1,298.7,309.2,1410,45.6,47,0,0,0,0,0,0,64296.0,10.5,0.03330970942593905,0.9500000000000001,2143.2000000000003,207.9430789133247,14099.52,3021912.0,3021912.0,493.5,14805.0,0.5587133212331726,-0.7126050172591614,-0.9560252093750564,0.42620175947778466,0.515677617445689,64296.0,47,10.5
2,298.8,309.2,1306,54.5,50,0,0,0,0,0,0,71177.0,10.399999999999977,0.03825554705432287,1.0686274509803921,2725.0,230.19728331177234,16851.399999999998,3558850.0,3558850.0,519.9999999999989,13582.39999999997,1.5205556876918698,-1.3408592381314923,-0.9102665234026378,1.1481891356012448,0.33588994085199025,142354.0,100,20.799999999999955
1,298.9,309.3,1632,32.5,55,0,0,0,0,0,0,53040.0,10.400000000000034,0.03368034292712799,0.5803571428571429,1787.5,171.48399612027157,10052.25,2917200.0,2917200.0,572.0000000000018,16972.800000000054,-0.7523153427204016,0.527204054984812,-0.829131010987269,-0.6805386642579415,0.4146588698488391,53040.0,55,10.400000000000034
2,298.9,309.3,1375,42.7,58,0,0,0,0,0,0,58712.50000000001,10.400000000000034,0.04215116279069767,0.7237288135593221,2476.6000000000004,189.8237956676366,13207.11,3405325.0000000005,3405325.0000000005,603.200000000002,14300.000000000047,0.29678634749668303,-0.9423226845017392,-0.7834437253789059,-0.11115200567697,0.3358899408520462,117425.00000000001,116,20.800000000000068
0,298.8,309.3,1450,44.8,63,0,0,0,0,0,0,64959.99999999999,10.5,0.043418332184700204,0.7,2822.3999999999996,210.02263174911087,13856.64,4092479.9999999995,4092479.9999999995,661.5,15225.0,0.47974816486065225,-0.49587042635863704,-0.7083996348398711,0.4841012927592494,0.5015401152051795,0.0,0,0.0
1,298.9,309.3,1581,30.7,65,0,0,0,0,0,0,48536.7,10.400000000000034,0.04108723135271808,0.46515151515151515,1995.5,156.92434529582928,9495.51,3154885.5,3154885.5,676.0000000000023,16442.400000000052,-0.9324566858590607,0.2423830519017371,-0.6705132630025349,-1.1233233257903774,0.4146588698488391,48536.7,65,10.400000000000034
0,299.0,309.4,1758,25.7,68,0,0,0,0,0,0,45180.6,10.399999999999977,0.038658328595793066,0.372463768115942,1747.6,146.02650290885586,7951.579999999999,3072280.8,3072280.8,707.1999999999985,18283.19999999996,-1.4278984914324868,1.2111767834077822,-0.6303456631085715,-1.4447824921230814,0.4019359615168517,0.0,0,0.0
1,299.0,309.4,1561,37.3,70,0,0,0,0,0,0,58225.299999999996,10.399999999999977,0.04481434058898848,0.5253521126760563,2611.0,188.18778280542986,11540.619999999999,4075770.9999999995,4075770.9999999995,727.9999999999984,16234.399999999965,-0.2719384276839778,0.13068854088876652,-0.5912043890101678,-0.17069670270882498,0.4146588698487817,58225.299999999996,70,10.399999999999977
0,299.0,309.5,1861,23.3,73,0,0,0,0,0,0,43361.3,10.5,0.03920515574650913,0.31486486486486487,1700.9,140.10113085621973,7211.35,3165374.9000000004,3165374.9000000004,766.5,19540.5,-1.667602783322724,1.7820399736868122,-0.552291691377272,-1.622200324303856,0.5015401152051795,0.0,0,0.0
0,299.1,309.5,1512,39.0,75,0,0,0,0,0,0,58968.0,10.399999999999977,0.0495703899537343,0.5131578947368421,2925.0,190.52665589660742,12070.5,4422600.0,4422600.0,779.9999999999983,15724.799999999967,-0.09953720720742115,-0.1522440399770851,-0.5210701026847521,-0.10023754658951319,0.4019359615168517,0.0,0,0.0
2,299.1,309.4,1811,24.6,77,0,0,0,0,0,0,44550.600000000006,10.299999999999955,0.04249448123620309,0.31538461538461543,1894.2,143.99030381383326,7611.24,3430396.2000000007,3430396.2000000007,793.0999999999965,18653.29999999992,-1.5803513692433921,1.5759662630717728,-0.4822395800725428,-1.541988646430146,0.2374682024135899,89101.20000000001,154,20.59999999999991
0,299.1,309.4,1439,44.2,82,0,0,0,0,0,0,63603.8,10.299999999999955,0.05694444444444444,0.5325301204819277,3624.4,205.57142857142858,13675.48,5215511.600000001,5215511.600000001,844.5999999999963,14821.699999999935,0.41982209188809344,-0.5568363981360092,-0.4117945422609327,0.3518448952417616,0.3023318078285238,0.0,0,0.0
0,299.0,309.4,1693,30.1,84,0,0,0,0,0,0,50959.3,10.399999999999977,0.049586776859504134,0.35411764705882354,2528.4,164.7036199095023,9312.94,4280581.2,4280581.2,873.5999999999981,17607.19999999996,-0.9884406229670513,0.8509233138142198,-0.38057295356841286,-0.881244633153672,0.4019359615168517,0.0,0,0.0
1,299.1,309.5,1339,48.2,86,0,0,0,0,0,0,64539.8,10.399999999999977,0.06417910447761194,0.5540229885057472,4145.2,208.52924071082393,14917.900000000001,5550422.8,5550422.8,894.399999999998,13925.59999999997,0.8189174835445692,-1.1091205313552068,-0.3374159922345932,0.4501732693664461,0.4146588698487817,64539.8,86,10.399999999999977
0,299.0,309.4,1798,25.5,89,0,0,0,0,0,0,45849.0,10.399999999999977,0.049471928849360754,0.2833333333333333,2269.5,148.1868131868132,7889.7,4080561.0,4080561.0,925.599999999998,18699.19999999996,-1.4478738490900065,1.43287122623459,-0.30251898183711323,-1.3796002357444574,0.4019359615168517,0.0,0,0.0
0,299.0,309.4,1419,48.3,91,0,0,0,0,0,0,68537.7,10.399999999999977,0.06408450704225352,0.525,4395.3,221.51809954751133,14944.019999999999,6236930.7,6236930.7,946.3999999999979,14757.599999999968,0.8293169238672484,-0.667683619549413,-0.2712973931445934,0.8329979992909705,0.4019359615168517,0.0,0,0.0
0,298.9,309.3,1665,32.5,93,0,0,0,0,0,0,54112.5,10.400000000000034,0.05582232893157263,0.34574468085106386,3022.5,174.95150339476237,10052.25,5032462.5,5032462.5,967.2000000000032,17316.00000000006,-0.748736331076814,0.6957372038354543,-0.24007580445207358,-0.5737450957313557,0.4019359615169083,0.0,0,0.0
1,298.8,309.1,1559,34.7,95,0,0,0,0,0,0,54097.3,10.300000000000011,0.060897435897435896,0.3614583333333334,3296.5000000000005,175.01552895503073,10725.770000000002,5139243.5,5139243.5,978.5000000000011,16057.700000000017,-0.5321425899953736,0.11951908978746946,-0.19466001904833244,-0.5765801843347196,0.3136401222519319,54097.3,95,10.300000000000011
1,298.8,309.2,1452,48.6,98,0,0,0,0,0,0,70567.2,10.399999999999977,0.06744666207845836,0.4909090909090909,4762.8,228.22509702457955,15027.119999999999,6915585.6,6915585.6,1019.1999999999978,15100.799999999967,0.8589488931309377,-0.47804654413192316,-0.1470746946529122,1.0428142812734031,0.4146588698487817,70567.2,98,10.399999999999977
1,298.9,309.2,1581,36.7,101,0,0,0,0,0,0,58022.700000000004,10.300000000000011,0.0638432364096081,0.3598039215686275,3706.7000000000003,187.65426908150067,11347.640000000001,5860292.7,5860292.7,1040.300000000001,16284.300000000017,-0.3319855420635302,0.2423830519017371,-0.09948937025749195,-0.19061724374017255,0.3136401222519319,58022.700000000004,101,10.300000000000011
0,298.8,309.1,1439,39.2,104,0,0,0,0,0,0,56408.8,10.300000000000011,0.07222222222222222,0.37333333333333335,4076.8,182.49369136201875,12116.720000000001,5866515.2,5866515.2,1071.2000000000012,14821.700000000017,-0.07956184954990109,-0.5568363981360092,-0.06835706664321446,-0.34981030320856416,0.30233180782858043,0.0,0,0.0
2,298.9,309.2,1379,50.7,106,0,0,0,0,0,0,69915.3,10.300000000000011,0.07681159420289856,0.4738317757009346,5374.200000000001,226.1167529107374,15676.44,7411021.800000001,7411021.800000001,1091.800000000001,14203.700000000015,1.1264604764425725,-0.9192191161753767,-0.022506937236514774,1.0207142494886272,0.23746820241364586,139830.6,212,20.600000000000023
0,298.8,309.1,1350,52.5,111,0,0,0,0,0,0,70875.0,10.300000000000011,0.08216136195410807,0.46875,5827.5,229.29472662568747,16227.750000000002,7867125.0,7867125.0,1143.3000000000013,13905.000000000015,1.248799434675164,-1.0501065334256563,0.04091849378060497,1.0609311049668495,0.30233180782858043,0.0,0,0.0
0,298.8,309.1,1362,45.4,113,0,0,0,0,0,0,61834.799999999996,10.300000000000011,0.08290535583272193,0.3982456140350877,5130.2,200.04788094467807,14033.140000000001,6987332.399999999,6987332.399999999,1163.9000000000012,14028.600000000015,0.5396742378332117,-0.983598200577614,0.07214008247312481,0.17933231066099284,0.30233180782858043,0.0,0,0.0
0,298.8,309.1,1368,50.8,115,0,0,0,0,0,0,69494.4,10.300000000000011,0.08400292184075968,0.4379310344827586,5842.0,224.82821093497247,15702.28,7991855.999999999,7991855.999999999,1184.5000000000014,14090.400000000016,1.0790088945862457,-0.9503440341535928,0.10336167116564464,0.9262952235241081,0.30233180782858043,0.0,0,0.0
1,298.8,309.1,1368,49.1,117,0,0,0,0,0,0,67168.8,10.300000000000011,0.08546384222059898,0.4161016949152542,5744.7,217.30443222258168,15176.810000000001,7858749.600000001,7858749.600000001,1205.1000000000013,14090.400000000016,0.9089881551138985,-0.9471634903863996,0.1542990265180827,0.7086683452372016,0.3136401222519319,67168.8,117,10.300000000000011
2,298.8,309.2,1372,48.5,120,0,0,0,0,0,0,66542.0,10.399999999999977,0.08739985433357611,0.40082644628099173,5820.0,215.20698576972833,14996.199999999999,7985040.0,7985040.0,1247.9999999999973,14268.799999999968,0.8983000909824527,-0.9596503607465111,0.199432959305016,0.6798954864516977,0.33588994085199025,133084.0,240,20.799999999999955
1,298.8,309.1,1472,47.5,125,0,0,0,0,0,0,69920.0,10.300000000000011,0.08486082824168364,0.376984126984127,5937.5,226.20511161436426,14682.250000000002,8740000.0,8740000.0,1287.5000000000014,15161.600000000017,0.7488625167684236,-0.36635203311895254,0.28119322490587,0.9791786733983359,0.3136401222519319,69920.0,125,10.300000000000011
0,298.8,309.1,1489,49.1,128,0,0,0,0,0,0,73109.90000000001,10.300000000000011,0.08590604026845637,0.3806201550387597,6284.8,236.52507279197673,15176.810000000001,9358067.200000001,9358067.200000001,1318.4000000000015,15336.700000000017,0.909218354497328,-0.27971834460249956,0.3063019976670236,1.2788781797433109,0.30233180782858043,0.0,0,0.0
1,298.7,309.0,1843,25.8,130,0,0,0,0,0,0,47549.4,10.300000000000011,0.07049891540130152,0.1969465648854962,3354.0,153.88155339805826,7972.2,6181422.0,6181422.0,1339.0000000000014,18982.90000000002,-1.4228414532920768,1.7055811461716517,0.3605020988982371,-1.2203990916356402,0.3136401222519319,47549.4,130,10.300000000000011
0,298.8,309.1,1418,46.3,133,0,0,0,0,0,0,65653.4,10.300000000000011,0.09372797744890768,0.3455223880597015,6157.9,212.4018117114202,14311.33,8731902.2,8731902.2,1369.9000000000015,14605.400000000016,0.6295633472920505,-0.6732259806200832,0.38435596939832317,0.5517215449629266,0.30233180782858043,0.0,0,0.0
2,298.8,309.2,1425,53.9,135,0,0,0,0,0,0,76807.5,10.399999999999977,0.09467040673211781,0.3963235294117647,7276.5,248.40717981888747,16665.879999999997,10369012.5,10369012.5,1403.9999999999968,14819.999999999967,1.458330128020928,-0.653528080422208,0.43722570559951324,1.7170623592337204,0.33588994085199025,153615.0,270,20.799999999999955
1,298.9,309.2,1412,44.1,140,0,0,0,0,0,0,62269.200000000004,10.300000000000011,0.09907997169143666,0.3127659574468085,6174.0,201.38809831824065,13635.72,8717688.0,8717688.0,1442.0000000000016,14543.600000000017,0.4085955352842901,-0.7014355661578643,0.5191198468829712,0.2269176895748382,0.3136401222519319,62269.200000000004,140,10.300000000000011
0,298.9,309.1,2861,4.6,143,1,0,0,1,0,0,13160.599999999999,10.200000000000045,0.04996505939902166,0.03194444444444444,657.8,42.577159495308955,1421.86,1881965.7999999998,1881965.7999999998,1458.6000000000065,29182.20000000013,-3.5352987243008234,7.324401044357005,0.5404639128609223,-4.567367544851286,0.20272765414030922,0.0,0,0.0
0,298.9,309.1,1383,54.9,145,0,0,0,0,0,0,75926.7,10.200000000000045,0.10476878612716763,0.37602739726027395,7960.5,245.63798123584598,16969.59,11009371.5,11009371.5,1479.0000000000066,14106.600000000062,1.4885037265654013,-0.86720861809354,0.5716855015534422,1.5535720453437096,0.20272765414030922,0.0,0,0.0
2,298.8,309.0,1497,43.8,147,0,0,0,0,0,0,65568.59999999999,10.199999999999989,0.09813084112149532,0.2959459459459459,6438.599999999999,212.19611650485433,13534.199999999999,9638584.2,9638584.2,1499.3999999999983,15269.399999999983,0.41086654022674224,-0.23766385054768308,0.6274599026351111,0.5815487684188664,0.13904646397524548,131137.19999999998,294,20.399999999999977
0,298.7,309.0,1565,35.1,152,0,0,0,0,0,0,54931.5,10.300000000000011,0.0970625798212005,0.22941176470588237,5335.2,177.77184466019418,10845.9,8349588.0,8349588.0,1565.6000000000017,16119.500000000018,-0.48905668152905674,0.14150109676843511,0.6809610619772617,-0.4938763525026112,0.30233180782858043,0.0,0,0.0
0,298.7,309.0,1691,30.1,154,0,0,0,0,0,0,50899.100000000006,10.300000000000011,0.09101654846335698,0.1941935483870968,4635.400000000001,164.72200647249193,9300.9,7838461.400000001,7838461.400000001,1586.2000000000016,17417.300000000017,-0.9884406229670513,0.8398385916728794,0.7121826506697815,-0.8871153271003999,0.30233180782858043,0.0,0,0.0
0,298.8,309.1,1512,40.7,156,0,0,0,0,0,0,61538.4,10.300000000000011,0.10310641110376735,0.2592356687898089,6349.200000000001,199.08896797153025,12580.370000000003,9599990.4,9599990.4,1606.8000000000018,15573.600000000017,0.07025333288149728,-0.1522440399770851,0.7434042393623014,0.15042743215916207,0.30233180782858043,0.0,0,0.0
0,298.8,309.1,1477,42.4,158,0,0,0,0,0,0,62624.799999999996,10.300000000000011,0.10690121786197564,0.26666666666666666,6699.2,202.60368812681978,13105.84,9894718.399999999,9894718.399999999,1627.400000000002,15213.100000000017,0.240043872970415,-0.34622667745054186,0.7746258280548212,0.2563729787326756,0.30233180782858043,0.0,0,0.0
0,298.8,309.1,1513,40.3,160,0,0,0,0,0,0,60973.899999999994,10.300000000000011,0.10568031704095113,0.2503105590062112,6448.0,197.26269815593656,12456.73,9755824.0,9755824.0,1648.0000000000018,15583.900000000018,0.030302617566457142,-0.14670167890641492,0.805847416747341,0.09537748642945894,0.30233180782858043,0.0,0,0.0
1,298.8,309.0,1661,29.5,162,0,0,0,0,0,0,48999.5,10.199999999999989,0.09747292418772563,0.18098159509202455,4779.0,158.57443365695792,9115.5,7937919.0,7937919.0,1652.3999999999983,16942.199999999983,-1.0525509146181666,0.6891610959536194,0.8680788924493864,-1.0778187532863888,0.21262137465502465,48999.5,162,10.199999999999989
0,298.8,309.1,1378,54.4,165,0,0,0,0,0,0,74963.2,10.300000000000011,0.11965192168237854,0.327710843373494,8976.0,242.52086703332253,16815.04,12368928.0,12368928.0,1699.5000000000018,14193.400000000016,1.438565332421602,-0.8949204234468909,0.8839013884786406,1.4596116862461572,0.30233180782858043,0.0,0,0.0
0,298.8,309.1,1393,52.6,167,0,0,0,0,0,0,73271.8,10.300000000000011,0.11979913916786226,0.3130952380952381,8784.2,237.04885150436752,16258.660000000002,12236390.6,12236390.6,1720.100000000002,14347.900000000016,1.2587871135039241,-0.811785007386838,0.9151229771711604,1.294666640706355,0.30233180782858043,0.0,0,0.0
1,298.8,309.0,1592,38.2,169,0,0,0,0,0,0,60814.4,10.199999999999989,0.10608913998744507,0.2247058823529412,6455.8,196.81035598705503,11803.800000000001,10277633.6,10277633.6,1723.7999999999981,16238.399999999981,-0.1818677561146477,0.3038150329588709,0.9791113160387003,0.08387522613749478,0.21262137465502465,60814.4,169,10.199999999999989
0,298.8,309.0,1829,22.9,172,0,0,0,0,0,0,41884.1,10.199999999999989,0.09398907103825137,0.13236994219653178,3938.7999999999997,135.54724919093852,7076.099999999999,7204065.2,7204065.2,1754.399999999998,18655.799999999977,-1.7075534986377636,1.604684419425366,0.99317694890246,-1.7662566216146032,0.2027276541402526,0.0,0,0.0
1,298.9,309.0,1812,25.9,174,0,0,0,0,0,0,46930.799999999996,10.100000000000023,0.09597352454495311,0.148,4506.599999999999,151.87961165048543,8003.099999999999,8165959.199999999,8165959.199999999,1757.400000000004,18301.20000000004,-1.412833600895485,1.5324546541015474,1.0584201900310675,-1.2812226191874283,0.11160262705817484,46930.799999999996,174,10.100000000000023
0,299.0,309.1,1523,38.6,177,0,0,0,0,0,0,58787.8,10.100000000000023,0.11614173228346457,0.21685393258426966,6832.2,190.1902296991265,11931.260000000002,10405440.6,10405440.6,1787.700000000004,15382.300000000034,-0.1394879225224606,-0.09127806819971299,1.0712309206337596,-0.11781062049649674,0.10312350045198136,0.0,0,0.0
0,299.0,309.1,1394,45.1,179,0,0,0,0,0,0,62869.4,10.100000000000023,0.12831541218637993,0.2505555555555556,8072.900000000001,203.3950177935943,13940.410000000002,11253622.6,11253622.6,1807.9000000000042,14079.400000000032,0.5097112013469324,-0.8062426463161678,1.1024525093262794,0.2802263298849972,0.10312350045198136,0.0,0,0.0
1,298.9,308.9,1679,28.7,181,0,0,0,0,0,0,48187.299999999996,10.0,0.10773809523809524,0.1576923076923077,5194.7,155.9964389770152,8865.429999999998,8721901.299999999,8721901.299999999,1810.0,16790.0,-1.1326137337909041,0.7896861558652929,1.1694526136203813,-1.1576779014880734,0.0105838794612676,48187.299999999996,181,10.0
2,298.8,308.9,1466,44.1,184,0,0,0,0,0,0,64650.6,10.099999999999966,0.125426039536469,0.23837837837837839,8114.400000000001,209.2929750728391,13622.49,11895710.4,11895710.4,1858.3999999999937,14806.59999999995,0.4419793200622136,-0.4167165050769924,1.2140153434948708,0.4887993466455588,0.04062472553684512,129301.2,368,20.199999999999932
0,298.8,308.9,1527,32.4,189,0,0,0,0,0,0,49474.799999999996,10.099999999999966,0.12369109947643979,0.17052631578947366,6123.599999999999,160.1644545160246,10008.359999999999,9350737.2,9350737.2,1908.8999999999935,15422.699999999948,-0.7587240099055741,-0.06910862391703222,1.2585604527888787,-1.0260128252453347,0.10312350045192474,0.0,0,0.0
0,298.9,309.0,1410,65.7,191,1,0,0,1,1,0,92637.0,10.100000000000023,0.13536498936924168,0.34218750000000003,12548.7,299.79611650485435,20301.3,17693667.0,17693667.0,1929.1000000000045,14241.000000000033,2.56717304007147,-0.7175648691854448,1.2897820414813985,3.183157710759204,0.10312350045198136,0.0,0,0.0
1,298.9,309.0,1924,22.6,193,0,0,0,0,0,0,43482.4,10.100000000000023,0.10025974025974026,0.11649484536082474,4361.8,140.71974110032363,6983.400000000001,8392103.200000001,8392103.200000001,1949.3000000000043,19432.400000000045,-1.7430927299830261,2.1579439157741827,1.3597939112020623,-1.6202847795650288,0.11160262705817484,43482.4,193,10.100000000000023
0,298.9,309.1,1452,45.5,196,0,0,0,0,0,0,66066.0,10.200000000000045,0.1348933241569167,0.23096446700507614,8918.0,213.73665480427044,14064.050000000001,12948936.0,12948936.0,1999.200000000009,14810.400000000067,0.5496619166619717,-0.48478570421729666,1.367836013212698,0.591958228059606,0.20272765414030922,0.0,0,0.0
0,298.9,309.1,1369,44.4,198,0,0,0,0,0,0,60783.6,10.200000000000045,0.14452554744525548,0.22311557788944722,8791.199999999999,196.64703979294725,13724.04,12035152.799999999,12035152.799999999,2019.600000000009,13963.800000000063,0.43979744954561284,-0.9448016730829226,1.3990576019052179,0.076819462209154,0.20272765414030922,0.0,0,0.0
0,299.0,309.1,1592,35.0,200,0,0,0,0,0,0,55720.0,10.100000000000023,0.12554927809165098,0.17412935323383086,7000.0,180.26528631510837,10818.5,11144000.0,11144000.0,2020.0000000000045,16079.200000000037,-0.4990443603578168,0.2911448456765303,1.4302791905977377,-0.4169819641804316,0.10312350045198136,0.0,0,0.0
0,298.9,309.0,1601,32.3,202,0,0,0,0,0,0,51712.299999999996,10.100000000000023,0.12609238451935081,0.15911330049261083,6524.599999999999,167.3537216828479,9980.699999999999,10445884.6,10445884.6,2040.2000000000046,16170.100000000037,-0.7687116887343342,0.34102609531256206,1.4615007792902577,-0.8078121989030687,0.10312350045198136,0.0,0,0.0
0,298.8,308.9,1379,46.7,204,0,0,0,0,0,0,64399.3,10.099999999999966,0.14782608695652175,0.2278048780487805,9526.800000000001,208.47944318549696,14425.63,13137457.200000001,13137457.200000001,2060.3999999999933,13927.899999999952,0.6695140626070907,-0.8893780623762207,1.4927223679827775,0.4294219223949561,0.10312350045192474,0.0,0,0.0
0,298.8,308.9,1461,47.9,206,0,0,0,0,0,0,69981.9,10.099999999999966,0.1409028727770178,0.23140096618357486,9867.4,226.55195856264163,14796.309999999998,14416271.399999999,14416271.399999999,2080.599999999993,14756.09999999995,0.789366208552209,-0.4349044545812649,1.5239439566752973,0.9738361421126465,0.10312350045192474,0.0,0,0.0
0,298.8,308.9,1455,41.3,208,1,1,0,0,0,0,60091.49999999999,10.099999999999966,0.14285714285714285,0.19760765550239234,8590.4,194.53382971835543,12757.569999999998,12499031.999999998,12499031.999999998,2100.799999999993,14695.49999999995,0.13017940585405605,-0.4681586210052861,1.555165545367817,0.009325985788379225,0.10312350045192474,0.0,0,0.0
0,298.8,308.9,1398,51.5,0,0,0,0,0,0,0,71997.0,10.099999999999966,0.0,51.5,0.0,233.075428941405,15908.349999999999,0.0,0.0,0.0,14119.799999999952,1.1489226463875652,-0.7840732020334871,-1.691879678654246,1.1703483575952394,0.10312350045192474,0.0,0,0.0
0,298.8,308.9,1402,37.9,2,0,0,0,0,0,0,53135.799999999996,10.099999999999966,0.0014255167498218105,12.633333333333333,75.8,172.01618646811266,11707.31,106271.59999999999,106271.59999999999,20.199999999999932,14160.199999999952,-0.2094016743237801,-0.7619037577508063,-1.6606580899617263,-0.6689927166245365,0.10312350045192474,0.0,0,0.0
